Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Connor Wong","BOS",53,210,191,46,31,10,1,5,22,22,14,0,52,3,2,1,,3,1,0.239959,0.0689,0.248306,0.277481,0.299838,0.370545,0.293963,0.670383,0.130585,4.32957,0.303539,-0.152122,-0.116434,21.5473,-3.25356,82.848,-0.268556,-1.27801,-4.5117544531822205,2.821524739265442,0.282633,999,,,,,,,202.2,3.815094339,202.2,3.815094339,,,,,,,,,,,,,,,,,,,"Connor Wong","19896",657136
"Daniel Susac","SFG",24,95,87,20,14,4,0,2,9,10,5,0,26,1,1,0,,1,0,0.23091,0.0563,0.274181,0.205339,0.281172,0.360971,0.280995,0.642143,0.130061,4.10513,0.29952,-0.0169412,-0.0494118,8.73506,-2.46804,80.4688,-0.0663529,0,-2.261174775660038,1.8518518209457397,0.28077,999,,,,,,,75.3,3.1375,75.3,3.1375,,,,,,,,,,,,,,,,,,,"Daniel Susac","sa3019997",691740
"Keibert Ruiz","WSN",80,318,296,74,51,14,0,8,30,36,16,0,36,3,2,0,,2,1,0.248152,0.0491606,0.11423,0.430366,0.29171,0.379853,0.292828,0.671562,0.131701,2.47557,0.257019,-0.401292,-0.410761,32.3544,-5.2227,86.202,-0.812053,-3.591,-6.012872517108917,2.6204161643981934,0.280733,720.3499755859375,,,,,,,292.2,3.6525,292.2,3.6525,,,,,,,,,,,,,,,,,,,"Keibert Ruiz","19610",660688
"Colby Thomas","ATH",34,146,134,32,19,7,0,5,17,18,8,0,44,2,1,0,,2,1,0.237582,0.0561997,0.300327,0.187128,0.289537,0.419134,0.305964,0.708671,0.181552,4.39981,0.308198,-0.00559151,-0.06274,16.4208,-0.841136,92.4913,-0.0683315,0.123013,-1.361233465373516,-0.9453510269522667,0.278624,748.5900268554688,,,,,,,143.5,4.220588235,143.5,4.220588235,,,,,,,,,,,,,,,,,,,"Colby Thomas","31855",687515
"Zack Gelof","ATH",32,139,125,28,17,6,0,5,16,16,12,0,45,1,1,0,,4,1,0.220993,0.0843003,0.322054,0.261758,0.290741,0.385355,0.295508,0.676096,0.164362,4.91303,0.29954,0.0983691,0.180965,14.4577,-1.98226,85.2885,0.279334,-0.0468046,-2.1331787407398224,0.05257808417081833,0.27724,999,,,,,,,140,4.375,140,4.375,,,,,,,,,,,,,,,,,,,"Zack Gelof","29766",680869
"Nick Yorke","PIT",32,139,127,32,23,6,0,2,14,14,10,0,30,1,1,1,,3,1,0.254122,0.0713997,0.216367,0.329994,0.310936,0.370421,0.299134,0.681357,0.116299,4.53313,0.312715,0.00987179,-0.0159824,14.8673,-1.57262,88.6179,-0.00611065,-0.0951282,-1.8830754603259265,-0.045436859130859375,0.276159,999,,,,,,,124.3,3.884375,124.3,3.884375,,,,,,,,,,,,,,,,,,,"Nick Yorke","27504",694377
"Carlos Cortes","ATH",35,153,138,32,20,7,0,5,17,18,13,0,33,1,1,0,,1,0,0.236215,0.0870292,0.215592,0.403675,0.305831,0.396601,0.30673,0.702432,0.160386,2.94088,0.276158,-0.0479727,-0.235077,17.298,-0.786002,93.019,-0.28305,0.584568,-1.5423304736614227,-1.0552467107772827,0.273357,999,,,,,,,152.4,4.354285714,152.4,4.354285714,,,,,,,,,,,,,,,,,,,"Carlos Cortes","21842",666126
"Nick Loftin","KCR",24,104,92,23,15,5,0,2,11,10,11,0,17,1,1,0,,2,0,0.246581,0.1013,0.159196,0.636322,0.329698,0.376643,0.312897,0.706342,0.130063,4.22075,0.277452,-0.0232058,-0.0568849,12.3166,-0.0133686,97.0703,-0.0800907,-0.155239,-0.4404129609465599,-0.5776151418685913,0.263426,999,,,,,,,109.9,4.579166666,109.9,4.579166666,,,,,,,,,,,,,,,,,,,"Nick Loftin","27630",679845
"Zach Cole","HOU",58,249,223,47,28,9,2,8,28,27,21,1,94,3,2,1,,6,2,0.212096,0.0831003,0.377869,0.219918,0.284951,0.38043,0.289699,0.665381,0.168334,5.97954,0.319159,-0.0344223,0.142191,24.6884,-4.71973,84.6817,0.107768,-0.522709,-4.3857684805989265,-1.6091289520263672,0.263367,743.5999755859375,,,,,,,230.7,3.977586206,230.7,3.977586206,,,,,,,,,,,,,,,,,,,"Zach Cole","31583",805904
"Jimmy Crooks","STL",24,96,87,21,14,4,0,2,10,10,7,0,25,1,1,0,,0,0,0.234934,0.0692003,0.261932,0.264192,0.293239,0.364909,0.288529,0.658148,0.129975,3.05821,0.300849,-0.0100035,-0.11779,9.4319,-1.91168,85.3851,-0.127794,-0.0684681,-1.7907447069883347,1.4968096241354942,0.260306,999,,,,,,,85,3.541666666,85,3.541666666,,,,,,,,,,,,,,,,,,,"Jimmy Crooks","31354",699625
"TJ Rumfield","COL",97,417,372,97,65,20,1,10,47,45,35,0,81,6,3,0,,3,1,0.260054,0.0837321,0.194976,0.429448,0.330539,0.403485,0.321351,0.734024,0.143432,3.2482,0.304042,-0.0364,-0.713042,52.1312,2.8113,92.0677,-0.749442,0.983889,-4.67365562915802,-6.718271493911743,0.254874,999,,,,,,,454.8,4.688659793,454.8,4.688659793,,,,,,,,,,,,,,,,,,,"TJ Rumfield","29805",681198
"Heriberto Hernández","MIA",69,299,263,59,36,12,1,10,34,37,31,0,90,3,2,1,,3,1,0.224988,0.102518,0.299807,0.341947,0.31118,0.397914,0.310852,0.709094,0.172927,4.19467,0.29596,-0.148026,-0.247399,34.8107,-0.535197,97.1874,-0.395425,-0.302635,-1.3926220536231995,-6.19106051325798,0.242056,999,,,,,,,306.8,4.446376811,306.8,4.446376811,,,,,,,,,,,,,,,,,,,"Heriberto Hernandez","24878",681715
"Esteury Ruiz","MIA",19,83,74,18,12,4,1,2,10,8,7,0,19,2,1,0,,6,2,0.243396,0.0824996,0.227291,0.362969,0.317965,0.377613,0.306869,0.695578,0.134218,6.91166,0.301477,-0.0173578,0.480207,9.44472,-0.419258,94.4595,0.462849,-0.450548,-0.08533892035484314,-0.35116569697856903,0.239422,748.530029296875,,,,,,,95.7,5.036842105,95.7,5.036842105,,,,,,,,,,,,,,,,,,,"Esteury Ruiz","21780",665923
"Jorbit Vivas","WSN",42,181,156,37,26,8,0,3,18,16,19,0,28,4,1,1,,4,1,0.234077,0.1025,0.154948,0.661512,0.326491,0.338169,0.298851,0.66466,0.104092,4.12336,0.267143,-0.0357315,-0.105875,19.286,-2.08595,90.3277,-0.141606,-0.125935,-2.2151143103837967,-1.4676015079021454,0.238724,999,,,,,,,176.4,4.2,176.4,4.2,,,,,,,,,,,,,,,,,,,"Jorbit Vivas","23917",678391
"Eli White","ATL",31,132,120,29,20,4,1,3,16,14,9,0,36,2,1,0,,5,1,0.23843,0.0643681,0.274623,0.234387,0.296757,0.373564,0.29287,0.670321,0.135134,6.59118,0.309939,-0.0480924,0.354484,13.4518,-2.16616,85.7398,0.306391,1.05449,-1.9275987148284912,-0.16294443607330322,0.235908,999,,,,,,,127.6,4.116129032,127.6,4.116129032,,,,,,,,,,,,,,,,,,,"Eli White","19346",642201
"Taylor Walls","TBR",52,223,196,41,28,9,1,4,22,19,23,0,54,1,2,1,,10,3,0.210268,0.1032,0.242469,0.425622,0.294484,0.320961,0.275984,0.615445,0.110693,5.71064,0.268831,0.122278,0.510765,19.6036,-6.7003,73.7769,0.633044,-0.918108,-6.247377514839172,0.8707813620567322,0.234085,999,,,,,,,185.6,3.569230769,185.6,3.569230769,,,,,,,,,,,,,,,,,,,"Taylor Walls","22458",670764
"Kristian Campbell","BOS",19,83,73,18,12,4,0,2,9,9,8,0,21,1,1,0,,1,0,0.248128,0.0989,0.255413,0.387216,0.332981,0.385485,0.31782,0.718466,0.137357,4.22454,0.321163,0.0169083,-0.0747596,10.1869,0.322929,99.2817,-0.0578512,0.275873,-0.12852741032838821,-0.4694975018501282,0.232881,746.1400146484375,,,,,,,87.1,4.584210526,87.1,4.584210526,,,,,,,,,,,,,,,,,,,"Kristian Campbell","33644",692225
"Lenyn Sosa","CHW",90,390,367,92,62,16,1,13,40,49,17,0,87,2,3,1,,2,1,0.251009,0.0427076,0.22271,0.191764,0.286176,0.407568,0.299272,0.693745,0.15656,2.85585,0.292469,-0.0235093,-0.629461,41.6722,-4.35971,90.4437,-0.65297,-1.33444,-5.040895044803619,-6.104806303977966,0.231966,487.05999755859375,,,,,,,380.5,4.227777777,380.5,4.227777777,,,,,,,,,,,,,,,,,,,"Lenyn Sosa","22896",672820
"Leody Taveras","BAL",18,77,70,17,12,3,0,2,9,8,6,0,16,0,1,0,,3,1,0.244403,0.0728003,0.20855,0.349079,0.300845,0.385139,0.299096,0.685984,0.140736,5.68838,0.287738,0.0149275,0.160824,8.1747,-0.867282,92.0243,0.175752,0.111658,-0.5436023324728012,0.0868121013045311,0.222826,999,,,,,,,73.6,4.088888888,73.6,4.088888888,,,,,,,,,,,,,,,,,,,"Leody Taveras","18900",665750
"Andruw Monasterio","BOS",26,111,99,24,17,5,0,2,12,10,10,0,25,1,1,0,,3,1,0.243977,0.0929002,0.226381,0.410371,0.321032,0.353629,0.300342,0.674661,0.109651,4.63185,0.308236,-0.00959762,0.0579445,12.0031,-1.14892,87.242,0.0483469,-0.0566259,-1.62538268789649,-0.05662593990564346,0.219998,999,,,,,,,104.6,4.023076923,104.6,4.023076923,,,,,,,,,,,,,,,,,,,"Andruw Monasterio","19455",655316
"Santiago Espinal","LAD",30,131,120,31,23,6,0,2,14,13,9,0,18,1,1,0,,2,0,0.256883,0.0664002,0.136943,0.484876,0.310476,0.354444,0.293251,0.664919,0.0975606,3.62859,0.286615,0.0669565,-0.105378,13.4089,-2.11211,86.9807,-0.038421,-0.532174,-2.0653510838747025,-0.16180357336997986,0.219137,999,,,,,,,123.6,4.12,123.6,4.12,,,,,,,,,,,,,,,,,,,"Santiago Espinal","19997",669289
"Ronny Mauricio","NYM",24,104,95,23,15,4,0,4,12,12,7,1,25,1,1,0,,2,1,0.244171,0.0681996,0.241628,0.28225,0.300196,0.40671,0.303971,0.706906,0.162539,4.53843,0.292859,-0.00248457,0.0409738,11.5603,-0.769641,97.1161,0.0384892,-0.0499122,-0.31818849220871925,-1.018893651664257,0.218303,999,,,,,,,108,4.5,108,4.5,,,,,,,,,,,,,,,,,,,"Ronny Mauricio","23698",677595
"Jon Berti",,27,118,107,27,20,5,0,2,13,11,8,0,24,1,1,0,,6,2,0.251819,0.071,0.203351,0.34915,0.310815,0.351364,0.29273,0.662179,0.0995445,5.64797,0.306798,0.135093,0.36318,12.0223,-1.95166,85.7983,0.498273,-0.9775,-1.4868375062942505,-0.40604937076568604,0.215856,999,,,,,,,110.3,4.085185185,110.3,4.085185185,,,,,,,,,,,,,,,,,,,"Jon Berti","12037",542932
"Ryan Mountcastle","BAL",34,146,135,34,22,7,0,5,17,18,9,0,36,1,1,0,,1,0,0.252091,0.0620001,0.249769,0.24823,0.302748,0.417783,0.312025,0.720531,0.165692,3.24897,0.307431,0.0676015,-0.157104,17.1397,-0.122221,100.93,-0.0895026,0.111567,0.07068470120429993,-2.9941430911421776,0.21551,748.0900268554688,,,,,,,154.6,4.547058823,154.6,4.547058823,,,,,,,,,,,,,,,,,,,"Ryan Mountcastle","18373",663624
"Nathaniel Lowe","CIN",37,160,140,34,23,6,0,5,18,19,18,0,39,1,1,0,,0,0,0.243898,0.111,0.245233,0.452632,0.331498,0.406041,0.322896,0.737539,0.162143,2.75973,0.29866,-0.275721,-0.241679,20.1843,1.27837,101.899,-0.517399,0.0799757,-0.1572941243648529,-3.0754255279898643,0.213743,999,,,,,,,171.8,4.643243243,171.8,4.643243243,,,,,,,,,,,,,,,,,,,"Nathaniel Lowe","19566",663993
"Jonah Heim","ATL",18,70,64,15,10,3,0,2,7,8,5,0,14,0,0,0,,0,0,0.230269,0.0735015,0.196003,0.375001,0.289505,0.363859,0.286881,0.653364,0.13359,3.16745,0.26269,-0.0702696,-0.0545044,6.78011,-1.48685,81.6367,-0.124774,0.081558,-1.6475223153829575,1.4480702728033066,0.207183,999,,,,,,,62.5,3.472222222,62.5,3.472222222,,,,,,,,,,,,,,,,,,,"Jonah Heim","16930",641680
"Oswaldo Cabrera","NYY",24,104,93,23,15,4,0,3,12,11,8,0,21,1,1,0,,1,0,0.242119,0.0797,0.20188,0.394788,0.307817,0.388245,0.304923,0.696063,0.146126,4.01198,0.279976,-0.0309075,-0.0420879,11.5687,-0.684667,95.7224,-0.0729953,-0.414016,-0.59583680331707,-0.9819174408912659,0.203876,999,,,,,,,104.5,4.354166666,104.5,4.354166666,,,,,,,,,,,,,,,,,,,"Oswaldo Cabrera","21707",665828
"Max Kepler",,29,125,112,26,17,5,0,4,14,14,11,0,26,1,1,0,,1,0,0.236822,0.0890001,0.206819,0.430327,0.310877,0.398248,0.309207,0.709125,0.161425,3.42828,0.271566,-0.188762,-0.129844,14.4047,-0.391247,97.1171,-0.318606,-0.187769,-0.745273232460022,-1.529435634613037,0.20088,999,,,,,,,123.6,4.262068965,123.6,4.262068965,,,,,,,,,,,,,,,,,,,"Max Kepler","12144",596146
"Tyler Austin","CHC",31,132,120,30,18,6,0,5,16,17,10,1,30,1,1,0,,1,0,0.246824,0.0789999,0.226419,0.348911,0.309275,0.434864,0.31827,0.744138,0.188039,3.08633,0.283872,-0.195,-0.139345,16.1776,0.559673,105.403,-0.334345,0,0.5120487809181213,-2.9566359519958496,0.199685,999,,,,,,,147.3,4.751612903,147.3,4.751612903,,,,,,,,,,,,,,,,,,,"Tyler Austin","11850",592122
"Derek Hill","CHW",21,90,83,20,13,3,1,2,10,9,6,0,26,1,1,1,,3,1,0.237587,0.0637094,0.287699,0.221445,0.292549,0.374006,0.291532,0.666555,0.136419,5.99484,0.316507,0.0108872,0.0751905,9.10561,-1.58036,85.1123,0.0860777,0.198545,-1.5008367970585823,0.3227733373641968,0.198041,999,,,,,,,86.1,4.1,86.1,4.1,,,,,,,,,,,,,,,,,,,"Derek Hill","16947",656537
"Ryan Bliss","SEA",19,83,74,16,11,4,0,2,9,8,7,0,22,1,1,0,,5,2,0.219724,0.0844998,0.263227,0.321015,0.292108,0.353591,0.285296,0.645699,0.133867,6.10219,0.281655,-0.00554313,0.169126,7.93291,-1.8698,87.6049,0.163583,-0.173916,-1.0484248399734497,0.07299801707267761,0.192442,999,,,,,,,73.9,3.889473684,73.9,3.889473684,,,,,,,,,,,,,,,,,,,"Ryan Bliss","29547",669208
"Jett Williams","MIL",21,90,79,17,11,4,1,2,9,8,9,0,24,1,1,0,,3,1,0.216499,0.1016,0.265307,0.382951,0.302671,0.346787,0.289123,0.649459,0.130288,5.51397,0.283629,-0.00673919,0.0699574,8.92873,-1.75725,84.3985,0.0632182,0,-1.6090750694274902,0.4720678925514221,0.191426,999,,,,,,,85.2,4.057142857,85.2,4.057142857,,,,,,,,,,,,,,,,,,,"Jett Williams","sa3020134",702518
"Orlando Arcia","MIN",21,90,82,19,13,4,0,2,9,10,6,0,19,1,1,0,,1,0,0.231743,0.0715002,0.20952,0.341256,0.289785,0.368716,0.288085,0.658501,0.136973,3.18677,0.270692,-0.00846512,-0.0901345,8.85249,-1.83349,82.2368,-0.0985996,0.217977,-1.9920107945799828,0.7397360056638718,0.190449,999,,,,,,,77.7,3.7,77.7,3.7,,,,,,,,,,,,,,,,,,,"Orlando Arcia","13185",606115
"Bryce Teodosio","LAA",59,256,234,51,36,9,3,4,26,23,14,0,80,4,2,2,,12,3,0.21776,0.0547334,0.314629,0.173962,0.272208,0.321808,0.262765,0.594016,0.104048,7.35807,0.312588,0.0162123,0.971897,19.7804,-10.4447,64.3745,0.98811,2.08177,-9.752740681171417,2.7978243827819824,0.189499,999,,,,,,,200.8,3.40338983,200.8,3.40338983,,,,,,,,,,,,,,,,,,,"Bryce Teodosio","29524",669326
"Enrique Hernández","LAD",38,166,152,35,23,7,0,5,18,19,11,0,38,1,1,1,,1,0,0.229825,0.0683999,0.230032,0.29735,0.284849,0.375859,0.288315,0.660707,0.146033,3.0577,0.273165,0.134796,-0.188019,16.2726,-3.33288,83.5994,-0.0532228,-0.224283,-3.2785038016736507,-0.42181403934955597,0.186047,999,,,,,,,149.2,3.926315789,149.2,3.926315789,,,,,,,,,,,,,,,,,,,"Enrique Hernandez","10472",571771
"Randal Grichuk","NYY",32,138,127,30,18,6,0,5,16,17,8,0,30,1,1,0,,1,0,0.236484,0.0608709,0.215842,0.282016,0.288543,0.412373,0.30214,0.700916,0.175889,3.32685,0.268036,0.0291126,-0.207579,15.1125,-1.22537,93.805,-0.178467,-0.19438,-1.1880652755498886,-1.7746273279190063,0.183946,999,,,,,,,134.3,4.196875,134.3,4.196875,,,,,,,,,,,,,,,,,,,"Randal Grichuk","10243",545341
"Jacob Melton","TBR",32,139,126,28,18,6,0,4,15,15,11,0,37,1,1,1,,7,2,0.222367,0.0768999,0.267853,0.287097,0.286199,0.368202,0.286772,0.654401,0.145835,5.72852,0.281808,0.0300093,0.411728,13.4709,-2.9691,81.2079,0.441737,0.343107,-2.6399411857128143,-0.352572500705719,0.183939,727.5700073242188,,,,,,,129.5,4.046875,129.5,4.046875,,,,,,,,,,,,,,,,,,,"Jacob Melton","31661",689200
"Hyeseong Kim","LAD",18,76,70,18,14,3,0,1,8,7,5,0,15,1,1,0,,3,1,0.261148,0.0594997,0.199088,0.298861,0.30927,0.357596,0.29327,0.666866,0.0964475,5.83561,0.316441,-0.0304403,0.211849,7.76418,-1.22164,86.9935,0.181408,-0.0387421,-0.9909205287694931,0.23286278918385506,0.181232,740.77001953125,,,,,,,69.8,3.877777777,69.8,3.877777777,,,,,,,,,,,,,,,,,,,"Hyeseong Kim","35322",808975
"Otto Kemp","PHI",53,230,205,47,29,10,1,7,25,25,17,0,67,6,2,1,,4,1,0.228357,0.0720999,0.28969,0.248887,0.302645,0.381754,0.30023,0.684398,0.153397,4.46472,0.300968,-0.118948,-0.102678,24.7354,-2.39057,89.6416,-0.221625,-0.316903,-3.040068283677101,-2.826316475868225,0.181021,999,,,,,,,232.5,4.386792452,232.5,4.386792452,,,,,,,,,,,,,,,,,,,"Otto Kemp","31792",805249
"Nick Allen","HOU",26,111,99,23,17,4,0,1,11,9,9,0,22,1,1,1,,2,1,0.230252,0.0776252,0.19932,0.38945,0.294338,0.310269,0.270886,0.604607,0.0800173,4.32187,0.282993,0.0107656,-0.103981,9.28302,-3.78726,71.7222,-0.0932153,1.08453,-3.779950723052025,1.6771259307861328,0.174508,999,,,,,,,81.8,3.146153846,81.8,3.146153846,,,,,,,,,,,,,,,,,,,"Nick Allen","22277",669397
"Andrew McCutchen","TEX",47,202,175,40,26,8,0,6,22,21,24,1,50,2,1,0,,1,1,0.22875,0.11808,0.246329,0.47936,0.32537,0.37236,0.308392,0.69773,0.14361,2.7813,0.28395,-0.376003,-0.349432,23.0741,-0.763831,98.3888,-0.725435,-0.100104,-1.1085402965545654,-4.149949327111244,0.172652,999,,,,,,,205.7,4.376595744,205.7,4.376595744,,,,,,,,,,,,,,,,,,,"Andrew McCutchen","9847",457705
"Ty France","SDP",26,111,99,25,17,5,0,3,11,12,7,0,21,4,1,0,,0,0,0.250004,0.0602599,0.188333,0.319964,0.318792,0.377836,0.307384,0.696629,0.127832,2.26126,0.290642,-0.0544223,-0.14943,12.5609,-0.509347,99.8916,-0.203852,0.0251632,-0.21807021088898182,-1.851380007341504,0.164693,999,,,,,,,116.7,4.488461538,116.7,4.488461538,,,,,,,,,,,,,,,,,,,"Ty France","17982",664034
"Ildemaro Vargas","ARI",21,90,83,22,15,4,1,1,9,9,5,0,11,1,1,0,,1,0,0.259376,0.0577996,0.12164,0.475171,0.307107,0.37325,0.297842,0.680356,0.113874,4.54537,0.282937,0.00578313,-0.0737716,9.5095,-1.1101,88.6324,-0.0679885,-0.325783,-1.2788930833339691,-0.1035609096288681,0.164402,999,,,,,,,86.8,4.133333333,86.8,4.133333333,,,,,,,,,,,,,,,,,,,"Ildemaro Vargas","13324",545121
"Bryce Eldridge","SFG",69,297,267,61,37,13,1,11,33,36,25,2,89,2,2,1,,1,0,0.230272,0.0851002,0.299273,0.284356,0.300377,0.407332,0.305276,0.707708,0.177059,2.98562,0.297722,-0.0278872,-0.321536,33.2488,-1.87754,97.1026,-0.349423,0.00997129,-1.3703074157238007,-6.9776829201728106,0.157535,999,,,,,,,304.3,4.410144927,304.3,4.410144927,,,,,,,,,,,,,,,,,,,"Bryce Eldridge","33390",805811
"Tim Tawa","ARI",30,131,118,26,17,5,0,4,14,14,11,0,33,1,1,0,,3,1,0.223674,0.0803891,0.253908,0.316607,0.29168,0.365974,0.289257,0.657654,0.1423,4.54843,0.277966,-0.00140823,-0.0986178,12.9829,-2.53802,82.7516,-0.100026,0.272996,-2.7853726372122765,-0.0479913055896759,0.157114,748.489990234375,,,,,,,118.6,3.953333333,118.6,3.953333333,,,,,,,,,,,,,,,,,,,"Tim Tawa","29571",694374
"Braxton Fulford","COL",16,64,57,13,9,3,0,2,7,8,5,0,17,1,0,0,,1,0,0.236975,0.0732688,0.270831,0.270533,0.308345,0.392183,0.307039,0.700529,0.155208,4.99931,0.305876,0.00514575,-0.0717664,7.20473,-0.31068,82.2638,-0.0666206,0.143925,-1.4036646336317062,1.3862084448337555,0.155994,999,,,,,,,63.2,3.95,63.2,3.95,,,,,,,,,,,,,,,,,,,"Braxton Fulford","29704",690924
"Justyn-Henry Malloy","TBR",19,83,70,16,10,3,0,2,9,8,11,0,24,1,1,0,,1,0,0.225837,0.1325,0.291444,0.454632,0.338073,0.363989,0.314983,0.702062,0.138152,3.3601,0.310516,-0.00275901,-0.100783,9.99463,0.130655,100.641,-0.103542,-0.0583991,-0.04043213278055191,-1.3503744043409824,0.15177,999,,,,,,,85,4.47368421,85,4.47368421,,,,,,,,,,,,,,,,,,,"Justyn-Henry Malloy","29606",669234
"Alejandro Osuna","TEX",13,56,49,12,8,2,0,1,6,6,5,0,12,1,0,0,,2,1,0.24814,0.0941,0.212909,0.441973,0.32861,0.38298,0.313727,0.71159,0.13484,4.81208,0.299992,0.0257049,-0.00785789,6.60636,0.0303765,102.064,0.017847,0.0100984,0.15325122512876987,-0.5861979499459267,0.151749,999,,,,,,,52.4,4.03076923,52.4,4.03076923,,,,,,,,,,,,,,,,,,,"Alejandro Osuna","27915",696030
"Sam Antonacci","CHW",11,49,42,10,8,2,0,1,5,4,5,0,9,1,0,0,,2,1,0.242357,0.0991008,0.188553,0.525586,0.33571,0.336939,0.302555,0.672649,0.0945817,5.33548,0.295126,0,0.0508111,5.33884,-0.415147,92.7055,0.0508111,0,-0.367863442748785,0.17391975224018097,0.151696,999,,,,,,,48.2,4.381818181,48.2,4.381818181,,,,,,,,,,,,,,,,,,,"Sam Antonacci","sa3025363",803011
"Jose Iglesias",,24,104,96,25,18,5,0,1,10,10,6,0,18,1,1,0,,1,0,0.256598,0.053,0.167906,0.315652,0.304724,0.35267,0.289471,0.657394,0.0960724,3.69471,0.298804,-0.0851018,-0.0925305,10.3318,-1.99816,83.5596,-0.177632,-0.63259,-2.2053046077489853,0.13762599229812622,0.149794,999,,,,,,,90.8,3.783333333,90.8,3.783333333,,,,,,,,,,,,,,,,,,,"Jose Iglesias","10231",578428
"Myles Straw","TOR",40,174,157,37,28,7,1,1,19,14,13,0,34,1,1,2,,6,1,0.234043,0.0767555,0.194232,0.395175,0.295135,0.314262,0.271891,0.609397,0.0802199,6.11155,0.287791,0.131976,0.451005,14.7374,-5.8126,72.4431,0.582981,1.50886,-5.0657543540000916,0.5398738384246826,0.149585,999,,,,,,,136.2,3.405,136.2,3.405,,,,,,,,,,,,,,,,,,,"Myles Straw","17620",664702
"Abimelec Ortiz","WSN",45,195,175,40,25,8,1,7,21,22,16,0,48,2,1,1,,1,0,0.229474,0.0828,0.247862,0.334056,0.299562,0.400245,0.304774,0.699807,0.170771,3.49935,0.274337,-0.0143216,-0.200064,21.7063,-1.30962,94.3854,-0.214386,0,-1.5106036812067032,-3.5280864238739014,0.147337,999,,,,,,,199.6,4.435555555,199.6,4.435555555,,,,,,,,,,,,,,,,,,,"Abimelec Ortiz","sa3016926",694673
"Emmanuel Rodriguez","MIN",13,56,46,10,6,2,0,1,6,5,8,0,19,1,0,0,,1,0,0.210611,0.145001,0.340867,0.425388,0.331867,0.352055,0.307849,0.683922,0.141444,4.68075,0.317008,0,-0.0139592,6.34076,-0.235228,95.8517,-0.0139592,0,-0.28606514632701874,-0.19876544177532196,0.14644,999,,,,,,,54.1,4.161538461,54.1,4.161538461,,,,,,,,,,,,,,,,,,,"Emmanuel Rodriguez","sa3014693",691181
"Tyler Locklear","ARI",35,152,135,32,21,7,0,4,17,17,13,0,42,3,1,0,,3,1,0.238651,0.0857996,0.273852,0.313307,0.316175,0.390558,0.309976,0.706733,0.151907,4.54836,0.31007,-0.025773,-0.0195233,17.5914,-0.380214,96.9446,-0.0452963,0.0523571,-0.5960946045815945,-3.0587540827691555,0.143646,999,,,,,,,153,4.371428571,153,4.371428571,,,,,,,,,,,,,,,,,,,"Tyler Locklear","31396",682988
"Dylan Carlson","CHC",19,83,73,17,11,3,0,2,9,8,8,0,20,1,1,0,,1,0,0.230014,0.1,0.238891,0.418603,0.315634,0.363899,0.301708,0.679534,0.133885,4.51804,0.287082,0.0280439,-0.0456726,9.09488,-0.769103,94.057,-0.0176287,-0.175843,-0.6056454237550497,-0.772139385342598,0.143118,999,,,,,,,78.6,4.136842105,78.6,4.136842105,,,,,,,,,,,,,,,,,,,"Dylan Carlson","20126",666185
"Brett Harris","ATH",18,77,67,16,11,3,0,2,8,8,7,0,17,1,1,0,,1,0,0.232618,0.0923001,0.217464,0.424438,0.31355,0.363897,0.300531,0.677447,0.131279,3.95772,0.27961,-0.0355594,-0.0504382,8.26385,-0.778129,88.749,-0.0859977,0.0230091,-1.100766383111477,-0.15091071091592312,0.141499,999,,,,,,,76,4.222222222,76,4.222222222,,,,,,,,,,,,,,,,,,,"Brett Harris","29788",695391
"David Fry","CLE",38,162,145,32,20,7,0,5,18,18,14,1,43,3,1,0,,1,0,0.222839,0.0835999,0.267442,0.312591,0.298808,0.38367,0.298019,0.682478,0.160831,3.56107,0.277608,-0.12384,-0.135824,17.2031,-1.98223,91.0223,-0.259663,-0.00658202,-1.977737933397293,-2.2288041105493903,0.139252,999,,,,,,,154.4,4.063157894,154.4,4.063157894,,,,,,,,,,,,,,,,,,,"David Fry","24934",681807
"Adael Amador","COL",14,63,55,14,9,3,0,1,7,6,6,0,11,1,0,0,,2,1,0.249581,0.0982006,0.170453,0.576116,0.329256,0.38315,0.314585,0.712406,0.133569,5.28777,0.284275,-0.0603451,0.0400738,7.47578,0.0777961,87.4334,-0.0202713,-0.00646554,-0.9528024345636368,0.21714557381346822,0.137795,999,,,,,,,63.5,4.535714285,63.5,4.535714285,,,,,,,,,,,,,,,,,,,"Adael Amador","27962",691182
"Joey Wiemer","WSN",40,174,155,33,21,7,0,5,18,18,15,0,51,2,1,0,,4,1,0.211487,0.086841,0.294376,0.295,0.2881,0.352039,0.282648,0.640139,0.140552,4.46774,0.279567,-0.0448792,0.0214011,16.2563,-4.29362,79.2285,-0.0234781,0.828835,-4.305135270580649,-0.14014601707458496,0.13703,999,,,,,,,152.9,3.8225,152.9,3.8225,,,,,,,,,,,,,,,,,,,"Joey Wiemer","27690",686894
