Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","DET",14,7,22,2.68802,32,32,0,0,,197,782,156,64,59,18,39,,7,242,11.0197,1.7646,6.24484,0.840627,0.309341,0.0495354,0.2598055452108383,0.211667,0.985239,0.288633,0.771068,,,2.58978,6.30824,6.0878,7.019999980926514,,,,,,,1176.8000000000002,5.973604060913707,1097,5.568527918781726,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Garrett Crochet","BOS",15,8,21,2.94287,32,32,0,0,,193,783,160,69,63,19,51,,5,240,11.1675,2.37284,4.70638,0.883751,0.306575,0.0651404,0.24143491685390472,0.220139,1.09073,0.301435,0.77,,,2.80093,5.6806,5.61288,12.239999771118164,,,,,,,1090.5,5.650259067357513,1030,5.33678756476684,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Paul Skenes","PIT",13,8,21,2.91763,32,32,0,0,,184,748,150,65,60,17,50,,7,218,10.633,2.43514,4.36648,0.810524,0.291408,0.0667376,0.22467084974050522,0.216594,1.08188,0.291503,0.761132,,,2.86852,5.15514,5.47459,9.649999618530273,,,,,,,1027.5000000000002,5.584239130434784,964,5.239130434782608,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Cristopher Sánchez","PHI",13,8,20,3.1562,32,32,0,0,,198,812,180,77,70,17,48,,7,197,8.93829,2.17361,4.11219,0.790179,0.242355,0.0589359,0.18341948464512825,0.237926,1.15116,0.299694,0.744087,,,3.11418,4.94939,5.12782,24.75,,,,,,,1017.1000000000001,5.136868686868688,998,5.040404040404041,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Logan Webb","SFG",14,9,20,3.20473,32,32,0,0,,199,822,189,78,71,16,44,,6,190,8.57936,1.98451,4.32315,0.707794,0.23058,0.053336,0.1772438883781433,0.244127,1.16868,0.30488,0.733888,,,3.00169,4.51335,4.44194,57.189998626708984,,,,,,,1014.4000000000002,5.097487437185931,1017,5.110552763819095,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Jacob deGrom","TEX",11,9,17,3.49822,29,29,0,0,,174,711,151,73,68,23,40,,5,203,10.5024,2.0626,5.09182,1.207,0.285315,0.056034,0.22928106784820557,0.226708,1.09753,0.290303,0.746115,,,3.32384,4.0673,3.42146,50.0099983215332,,,,,,,883.1000000000003,5.075287356321841,842,4.839080459770115,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Chris Sale","ATL",11,7,17,3.22397,27,27,0,0,,164,670,139,64,59,17,45,,10,197,10.8323,2.45112,4.41934,0.9401,0.293656,0.0664478,0.22720790654420853,0.225755,1.12259,0.303391,0.750857,,,3.0832,3.91397,4.08985,39.36000061035156,,,,,,,872.1000000000003,5.31768292682927,828,5.048780487804878,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Sonny Gray","BOS",11,10,18,3.67725,31,31,0,0,,180,752,170,80,74,21,48,,6,190,9.46982,2.39204,3.95889,1.047,0.252213,0.0637079,0.18850504606962204,0.242711,1.20627,0.304522,0.730328,,,3.43398,3.88363,3.51327,138.08999633789062,,,,,,,849.7,4.720555555555555,845,4.694444444444445,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Hunter Brown","HOU",13,8,18,3.33138,30,30,0,0,,179,745,153,72,66,18,61,,7,197,9.91284,3.05531,3.24446,0.900219,0.265076,0.081701,0.18337488174438477,0.225399,1.19118,0.291665,0.749408,,,3.36204,3.86156,3.93207,36.189998626708984,,,,,,,895.4000000000001,5.002234636871509,851,4.754189944134078,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Max Fried","NYY",14,9,18,3.36687,30,30,0,0,,186,773,168,76,70,17,53,,7,173,8.35708,2.56629,3.25649,0.8326,0.223776,0.0687168,0.15505880862474442,0.236104,1.18826,0.289089,0.734665,,,3.45404,3.75998,3.76347,50.04999923706055,,,,,,,896.5000000000002,4.819892473118281,875,4.704301075268817,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Dylan Cease","TOR",12,9,18,3.54706,31,31,0,0,,177,742,149,75,70,21,65,,6,209,10.6473,3.31058,3.21615,1.069,0.281799,0.0876199,0.194178968667984,0.221327,1.20856,0.289155,0.750421,,,3.51207,3.7542,3.29295,74.7699966430664,,,,,,,869.1,4.910169491525424,817,4.6158192090395485,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Zack Wheeler","PHI",11,7,16,3.18242,26,26,0,0,,154,624,128,59,54,18,39,,7,178,10.4009,2.28712,4.54759,1.034,0.284984,0.0626671,0.22231688350439072,0.221169,1.085,0.287984,0.75733,,,3.21262,3.71462,4.10081,110.48999786376953,,,,,,,803.4000000000001,5.216883116883118,754,4.896103896103896,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Cole Ragans","KCR",10,9,16,3.6278,29,29,0,0,,162,676,135,71,65,19,60,,5,200,11.0881,3.313,3.34684,1.04489,0.29548,0.0882863,0.20719388127326965,0.220778,1.20094,0.295663,0.734968,,,3.3722,3.64714,3.20925,48.15999984741211,,,,,,,819.0999999999999,5.056172839506172,768,4.7407407407407405,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"Yoshinobu Yamamoto","LAD",11,7,15,3.43536,26,26,0,0,,153,624,129,64,58,17,42,,5,164,9.61637,2.48004,3.87751,0.980638,0.262435,0.0676814,0.19475410878658295,0.223403,1.1166,0.28296,0.725938,,,3.33489,3.59925,3.32002,26.639999389648438,,,,,,,774.7000000000002,5.063398692810458,731,4.777777777777778,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Framber Valdez","DET",12,10,18,3.56445,30,30,0,0,,191,802,178,83,76,16,63,,8,172,8.11729,2.98552,2.71888,0.750236,0.2147,0.0789662,0.13573381304740906,0.24332,1.26267,0.298369,0.722627,,,3.53946,3.55337,3.48605,81.13999938964844,,,,,,,884.8000000000002,4.632460732984294,878,4.596858638743456,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Jesús Luzardo","PHI",12,10,18,3.55563,31,31,0,0,,180,746,157,77,71,23,57,,6,198,9.89839,2.87175,3.44682,1.159,0.265057,0.076899,0.18815795332193375,0.229669,1.19169,0.289336,0.755064,,,3.65952,3.51346,3.90283,70.58999633789062,,,,,,,847.8999999999999,4.710555555555555,808,4.488888888888889,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Bryan Woo","SEA",12,10,19,3.58661,32,32,0,0,,195,801,176,84,78,26,45,,8,197,9.06754,2.05405,4.41448,1.203,0.245529,0.055619,0.18990996107459068,0.234639,1.12844,0.28439,0.74114,,,3.65828,3.31923,2.94873,34.77000045776367,,,,,,,900.6,4.618461538461538,872,4.471794871794872,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Ranger Suarez","BOS",11,10,16,3.72813,29,29,0,0,,170,718,168,77,71,18,49,,6,153,8.08226,2.60519,3.10237,0.957,0.213192,0.068719,0.1444728597998619,0.253986,1.27743,0.305541,0.729869,,,3.68883,3.23084,3.16783,183.97999572753906,,,,,,,740.8,4.357647058823529,757,4.452941176470588,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Joe Ryan","MIN",11,9,16,3.79796,29,29,0,0,,165,678,146,75,70,23,40,,9,182,9.93806,2.18231,4.55391,1.27333,0.269032,0.0590772,0.20995523780584335,0.231314,1.12381,0.288509,0.723204,,,3.64897,3.22713,2.75928,78.52999877929688,,,,,,,775.4999999999999,4.699999999999999,743,4.503030303030303,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Shane McClanahan","TBR",9,8,15,3.33935,24,24,0,0,,141,580,122,57,52,16,42,,4,158,10.0551,2.6625,3.77656,1.03,0.272381,0.0721241,0.20025692880153656,0.228342,1.15834,0.293866,0.754614,,,3.36188,3.21739,3.1015,182.99000549316406,,,,,,,707.4000000000001,5.017021276595745,675,4.787234042553192,,,,,,,,,,,,,,,,,,,"Shane McClanahan","21483",663556
"George Kirby","SEA",12,9,17,3.60081,30,30,0,0,,172,706,160,75,69,21,33,,7,170,8.87197,1.75121,5.06619,1.08586,0.240086,0.0473899,0.19269629940390587,0.240634,1.1254,0.293351,0.721681,,,3.44518,3.15771,2.51533,64.58000183105469,,,,,,,818.5,4.758720930232558,807,4.691860465116279,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Kevin Gausman","TOR",12,10,17,3.86953,31,31,0,0,,180,757,170,84,77,24,51,,3,181,9.04298,2.56762,3.52193,1.19595,0.238989,0.0678574,0.17113183438777924,0.241736,1.22826,0.293174,0.732388,,,3.76345,3.14463,2.55247,112.94999694824219,,,,,,,794.8,4.415555555555556,788,4.377777777777778,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Brandon Woodruff","MIL",10,10,15,3.84757,27,27,0,0,,167,690,149,76,71,24,46,,7,176,9.50108,2.47974,3.83149,1.314,0.25484,0.0665121,0.1883281096816063,0.234116,1.17154,0.28566,0.737694,,,3.86756,3.08262,2.88213,143.82000732421875,,,,,,,746.1999999999999,4.4682634730538915,716,4.287425149700598,,,,,,,,,,,,,,,,,,,"Brandon Woodruff","16162",605540
"Logan Gilbert","SEA",10,7,17,3.43278,29,29,0,0,,161,655,138,67,61,21,38,,5,176,9.85727,2.13664,4.61345,1.16412,0.269372,0.0583884,0.2109835036098957,0.225389,1.09291,0.282433,0.744874,,,3.43688,3.05638,2.7257,37.150001525878906,,,,,,,797.3000000000002,4.952173913043479,755,4.6894409937888195,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Kyle Bradish","BAL",10,8,15,3.70051,27,27,0,0,,153,642,141,68,63,18,48,,7,163,9.55106,2.83362,3.37062,1.074,0.253103,0.075091,0.1780119389295578,0.239844,1.23424,0.301598,0.737644,,,3.64274,3.03975,2.54795,72.95999908447266,,,,,,,705.1999999999999,4.609150326797385,692,4.522875816993464,,,,,,,,,,,,,,,,,,,"Kyle Bradish","24586",680694
"Aaron Nola","PHI",11,10,16,3.96713,31,31,0,0,,180,753,173,85,79,26,47,,6,175,8.77117,2.34132,3.74625,1.315,0.232436,0.0620451,0.1703910380601883,0.246676,1.22225,0.293565,0.733284,,,3.96317,2.97885,3.05461,205.52999877929688,,,,,,,753.4000000000001,4.185555555555556,753,4.183333333333334,,,,,,,,,,,,,,,,,,,"Aaron Nola","16149",605400
"José Soriano","LAA",10,11,16,3.87465,30,30,0,0,,173,746,160,82,75,14,77,,11,164,8.52876,3.98316,2.1412,0.711377,0.220416,0.10294,0.11747578531503677,0.242988,1.36472,0.304551,0.711666,,,3.78024,2.95619,2.63251,321.80999755859375,,,,,,,756,4.369942196531792,747,4.317919075144508,,,,,,,,,,,,,,,,,,,"Jose Soriano","22100",667755
"Tyler Glasnow","LAD",10,7,14,3.59398,24,24,0,0,,139,578,118,60,56,16,52,,4,164,10.5545,3.32955,3.16996,1.061,0.282979,0.089269,0.1937098652124405,0.225367,1.21413,0.29582,0.744107,,,3.51755,2.8854,2.8246,113.73999786376953,,,,,,,685.0000000000002,4.928057553956836,647,4.654676258992806,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Nathan Eovaldi","TEX",11,10,16,3.82575,29,29,0,0,,171,709,159,79,73,22,44,,7,163,8.59638,2.32512,3.69717,1.1605,0.23017,0.0622557,0.16791437193751335,0.241808,1.19004,0.289913,0.720529,,,3.79141,2.85006,2.56178,132.50999450683594,,,,,,,754.4000000000002,4.41169590643275,742,4.3391812865497075,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
"Drew Rasmussen","TBR",9,8,17,3.71861,31,31,0,0,,159,659,149,71,66,19,40,,5,141,7.99087,2.2941,3.48323,1.05208,0.214015,0.0614414,0.15257318690419197,0.242563,1.19163,0.286952,0.721746,,,3.73965,2.80984,2.76683,132.36000061035156,,,,,,,702.5000000000001,4.418238993710693,695,4.371069182389937,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Sandy Alcantara","MIA",11,12,16,4.11598,31,31,0,0,,187,789,182,93,86,21,54,,7,157,7.54684,2.60493,2.89714,0.998775,0.198744,0.0686002,0.13014410436153412,0.250428,1.26386,0.293538,0.692036,,,3.88513,2.78901,2.57488,144.57000732421875,,,,,,,783.3,4.188770053475936,793,4.240641711229946,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"MacKenzie Gore","TEX",10,9,16,3.79819,29,29,0,0,,160,677,140,73,68,21,61,,6,182,10.2424,3.43574,2.98114,1.157,0.269376,0.09036,0.1790158674120903,0.229796,1.25585,0.293846,0.744554,,,3.79317,2.72696,2.50086,164.82000732421875,,,,,,,724.7,4.529375,690,4.3125,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Andrew Abbott","CIN",9,9,15,4.23538,29,29,0,0,,164,700,161,83,77,24,50,,4,150,8.1927,2.74387,2.98582,1.32109,0.21397,0.0716619,0.14230778813362122,0.249561,1.28404,0.290386,0.721756,,,4.21519,2.7264,2.40114,221.92999267578125,,,,,,,637.8000000000001,3.889024390243903,646,3.9390243902439024,,,,,,,,,,,,,,,,,,,"Andrew Abbott","29911",671096
"Eury Pérez","MIA",9,10,14,3.99411,27,27,0,0,,153,643,133,72,68,22,54,,5,171,10.0786,3.16052,3.18891,1.284,0.266411,0.083543,0.18286791443824768,0.228394,1.22315,0.285405,0.732799,,,3.90684,2.60455,2.5244,78.6500015258789,,,,,,,680.8,4.449673202614378,644,4.209150326797386,,,,,,,,,,,,,,,,,,,"Eury Perez","27768",691587
"Michael King","SDP",10,9,16,3.8229,29,29,0,0,,158,672,142,73,67,21,59,,8,167,9.51296,3.37529,2.81842,1.1771,0.248826,0.0882858,0.16054044663906097,0.23486,1.27312,0.291068,0.74558,,,3.99334,2.58724,2.38608,129.55999755859375,,,,,,,674.7,4.270253164556962,650,4.113924050632911,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Jack Flaherty","DET",10,10,16,3.89177,29,29,0,0,,161,688,147,75,70,21,57,,7,175,9.80032,3.18451,3.0775,1.176,0.255026,0.082868,0.17215797305107117,0.235126,1.26474,0.293927,0.737548,,,3.8432,2.57215,2.36426,209,,,,,,,708.9000000000001,4.403105590062112,690,4.285714285714286,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"Freddy Peralta","NYM",11,9,16,3.8627,29,29,0,0,,158,665,134,74,68,21,58,,7,175,9.92951,3.32069,2.99019,1.21327,0.26263,0.0878303,0.174799345433712,0.224144,1.21807,0.280103,0.732232,,,3.91912,2.56586,2.25556,56.36000061035156,,,,,,,717.5000000000001,4.54113924050633,672,4.253164556962025,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Shohei Ohtani","LAD",9,6,13,3.44815,22,22,0,0,,115,474,97,48,44,15,36,,4,135,10.5561,2.81185,3.75416,1.134,0.285954,0.0761699,0.20978406816720963,0.22312,1.14924,0.289938,0.755026,,,3.48097,2.52953,2.51343,1.2699999809265137,,,,,,,564.3,4.90695652173913,530,4.608695652173913,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Blake Snell","LAD",9,6,13,3.52423,22,22,0,0,,125,527,102,53,49,15,55,,3,155,11.1001,3.9695,2.79634,1.041,0.293289,0.104883,0.18840601295232773,0.21745,1.2536,0.291863,0.758138,,,3.57763,2.50941,2.64821,178.41000366210938,,,,,,,611.3,4.8904,566,4.528,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Spencer Strider","ATL",10,8,14,3.8071,26,26,0,0,,150,630,130,68,64,20,54,,7,176,10.5473,3.25172,3.24362,1.184,0.279973,0.086315,0.19365791231393814,0.228037,1.22337,0.29493,0.740454,,,3.71795,2.50097,2.69991,124.86000061035156,,,,,,,695,4.633333333333334,659,4.3933333333333335,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Nick Lodolo","CIN",9,10,14,4.00051,27,27,0,0,,156,659,147,75,69,22,44,,13,161,9.25068,2.5148,3.67849,1.286,0.243704,0.066251,0.17745300382375717,0.244121,1.22093,0.297329,0.727039,,,4.01974,2.48045,2.67733,127.94999694824219,,,,,,,652.6000000000001,4.1833333333333345,645,4.134615384615385,,,,,,,,,,,,,,,,,,,"Nick Lodolo","26378",666157
"Nick Pivetta","SDP",10,10,15,3.99601,29,29,0,0,,169,702,148,81,75,26,52,,5,184,9.79027,2.79658,3.5008,1.41083,0.26136,0.0746573,0.18670270591974258,0.229584,1.18867,0.279585,0.733244,,,4.01165,2.43947,2.23504,96.01000213623047,,,,,,,743.0000000000002,4.396449704142013,704,4.165680473372781,,,,,,,,,,,,,,,,,,,"Nick Pivetta","15454",601713
"Tanner Bibee","CLE",11,11,16,3.98116,30,30,0,0,,178,751,168,85,79,25,53,,8,170,8.57263,2.6643,3.21759,1.26482,0.225985,0.0702342,0.1557507887482643,0.243776,1.24071,0.289038,0.730331,,,4.07635,2.39643,2.32277,188.6300048828125,,,,,,,729.9000000000001,4.1005617977528095,722,4.056179775280899,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Merrill Kelly","ARI",10,10,15,4.10779,29,29,0,0,,171,728,171,84,78,22,53,,5,157,8.29268,2.77636,2.98688,1.137,0.215886,0.072278,0.14360806345939636,0.25466,1.30986,0.303365,0.720837,,,3.94217,2.38753,2.42633,284.17999267578125,,,,,,,690.2000000000002,4.036257309941521,709,4.146198830409356,,,,,,,,,,,,,,,,,,,"Merrill Kelly","11156",518876
"Brady Singer","CIN",10,11,15,4.34345,31,31,0,0,,177,762,177,92,85,27,57,,10,166,8.4595,2.88833,2.92885,1.35,0.218349,0.074551,0.1437980756163597,0.254796,1.32191,0.299787,0.721209,,,4.33381,2.34175,2.34966,388.25,,,,,,,648.4999999999998,3.6638418079096033,665,3.7570621468926553,,,,,,,,,,,,,,,,,,,"Brady Singer","25377",663903
"Luis Castillo","SEA",11,10,16,3.85785,30,30,0,0,,177,743,166,82,76,24,50,,7,168,8.55503,2.55934,3.34266,1.232,0.226138,0.067652,0.15848594158887863,0.241375,1.22135,0.286321,0.736273,,,3.97847,2.33675,2.02268,171.0500030517578,,,,,,,747.9999999999999,4.2259887005649714,738,4.169491525423729,,,,,,,,,,,,,,,,,,,"Luis Castillo","15689",622491
"Matthew Boyd","CHC",11,10,15,3.96776,29,29,0,0,,165,691,155,79,73,22,48,,7,151,8.25395,2.62588,3.14331,1.22513,0.218546,0.0695275,0.14901898056268692,0.243649,1.23282,0.286542,0.725238,,,4.07268,2.30908,2.36143,212.75999450683594,,,,,,,684.4000000000001,4.147878787878788,676,4.096969696969697,,,,,,,,,,,,,,,,,,,"Matthew Boyd","15440",571510
"Ryan Pepiot","TBR",9,10,14,4.00347,27,27,0,0,,155,658,139,74,69,22,56,,7,165,9.55261,3.26751,2.92352,1.276,0.250703,0.0857539,0.1649489849805832,0.233964,1.25863,0.287199,0.737428,,,4.0731,2.28989,2.18376,129.10000610351562,,,,,,,656,4.232258064516129,630,4.064516129032258,,,,,,,,,,,,,,,,,,,"Ryan Pepiot","26221",686752
"Mitch Keller","PIT",10,12,15,4.34126,31,31,0,0,,179,766,181,93,86,23,55,,10,156,7.83174,2.76165,2.83589,1.152,0.203016,0.071588,0.13142786175012589,0.257608,1.31763,0.301751,0.701225,,,4.14658,2.28556,2.13706,518.6300048828125,,,,,,,688.1000000000003,3.8441340782122917,713,3.983240223463687,,,,,,,,,,,,,,,,,,,"Mitch Keller","17594",656605
"Mason Miller","SDP",4,2,0,2.37302,65,0,31,2,,65,259,40,19,17,5,25,,2,104,14.339,3.47806,4.1227,0.748,0.400536,0.0971538,0.30338191986083984,0.172667,1.00028,0.282499,0.805615,,,2.29736,2.27679,2.3149,27.860000610351562,,,,,,,605.5,9.315384615384616,550,8.461538461538462,,,,,,,,,,,,,,,,,,,"Mason Miller","31757",695243
"Emmet Sheehan","LAD",9,7,11,4.02579,44,24,0,1,,143,597,121,69,64,20,52,,7,164,10.3704,3.26189,3.17926,1.26771,0.275123,0.0865367,0.1885863021016121,0.224633,1.211,0.284858,0.719064,,,3.89366,2.27462,1.85562,111.20999908447266,,,,,,,652.6,4.5636363636363635,610,4.265734265734266,,,,,,,,,,,,,,,,,,,"Emmet Sheehan","29839",686218
"Cody Ponce","TOR",9,9,11,3.93985,43,23,0,1,,154,649,149,73,67,19,44,,6,150,8.76872,2.57275,3.40831,1.136,0.230888,0.0677425,0.1631450355052948,0.2488,1.25443,0.301652,0.724268,,,3.80791,2.27419,1.75698,250.02000427246094,,,,,,,672.5000000000001,4.366883116883118,677,4.396103896103896,,,,,,,,,,,,,,,,,,,"Cody Ponce","17920",664074
"Yusei Kikuchi","LAA",8,10,15,4.29446,30,30,0,0,,167,717,164,86,80,25,61,,5,169,9.14313,3.30663,2.76509,1.33953,0.236379,0.0854871,0.15089208632707596,0.252004,1.35067,0.304864,0.731045,,,4.22615,2.27062,1.83459,506.57000732421875,,,,,,,641.9,3.8437125748502994,650,3.8922155688622753,,,,,,,,,,,,,,,,,,,"Yusei Kikuchi","20633",579328
"Carlos Rodón","NYY",10,9,15,3.95078,27,27,0,0,,160,678,141,75,70,23,58,,7,174,9.82826,3.28531,2.99158,1.275,0.257282,0.086002,0.17128007858991623,0.229579,1.24542,0.284003,0.739633,,,4.02179,2.26931,2.15509,202.3000030517578,,,,,,,687.4999999999999,4.296874999999999,654,4.0875,,,,,,,,,,,,,,,,,,,"Carlos Rodon","16137",607074
"Chase Burns","CIN",7,7,10,3.682,27,19,0,1,,114,471,99,50,46,15,36,,4,130,10.3183,2.84806,3.62291,1.219,0.276518,0.0763249,0.20019309222698212,0.229543,1.18826,0.292662,0.747813,,,3.64729,2.26797,2.23125,109.72000122070312,,,,,,,545.6999999999999,4.786842105263157,519,4.552631578947368,,,,,,,,,,,,,,,,,,,"Chase Burns","35333",695505
"Kris Bubic","KCR",9,9,12,3.90402,34,24,0,1,,148,628,141,70,64,18,52,,5,141,8.56263,3.15293,2.71577,1.078,0.224971,0.0828388,0.1421324908733368,0.247984,1.30362,0.300583,0.733084,,,3.94385,2.20274,2.27065,190.69000244140625,,,,,,,622.2,4.204054054054055,621,4.195945945945946,,,,,,,,,,,,,,,,,,,"Kris Bubic","21455",663460
"David Peterson","NYM",11,9,17,3.6468,29,29,0,0,,169,724,161,75,68,17,65,,7,150,8.01734,3.492,2.29592,0.917,0.20756,0.090404,0.11715611070394516,0.248118,1.34559,0.298497,0.746688,,,3.97537,2.19302,2.85364,452.0400085449219,,,,,,,706.9000000000002,4.182840236686392,708,4.189349112426036,,,,,,,,,,,,,,,,,,,"David Peterson","20302",656849
"Joe Musgrove","SDP",9,9,14,3.89744,26,26,0,0,,148,621,141,69,64,20,38,,9,141,8.56607,2.32253,3.68825,1.222,0.226525,0.061418,0.16510692983865738,0.246482,1.215,0.293814,0.728946,,,3.95451,2.17483,2.17179,385.6199951171875,,,,,,,623.6,4.213513513513513,621,4.195945945945946,,,,,,,,,,,,,,,,,,,"Joe Musgrove","12970",605397
"Jhoan Duran","PHI",7,3,0,2.6366,70,0,28,3,,70,282,55,22,20,4,22,,4,85,10.9405,2.84782,3.8417,0.533144,0.29953,0.077968,0.22156165540218353,0.21289,1.1017,0.300787,0.764024,,,2.58327,2.16761,2.44043,41.84000015258789,,,,,,,569.8,8.139999999999999,542,7.742857142857143,,,,,,,,,,,,,,,,,,,"Jhoan Duran","21029",661395
"Trevor Rogers","BAL",9,9,14,4.14311,27,27,0,0,,151,645,149,75,69,18,50,,6,130,7.76974,3.00318,2.58717,1.08349,0.202091,0.078113,0.12397827208042145,0.252701,1.31889,0.296678,0.712776,,,4.09306,2.13328,1.67796,146.07000732421875,,,,,,,600.6000000000001,3.97748344370861,613,4.059602649006623,,,,,,,,,,,,,,,,,,,"Trevor Rogers","22286",669432
"Casey Mize","DET",9,9,14,4.06878,27,27,0,0,,149,629,147,73,67,20,41,,5,132,8.00478,2.5101,3.18903,1.201,0.21017,0.065904,0.1442660167813301,0.252622,1.26936,0.295741,0.721698,,,4.02464,2.12909,1.82412,289.6499938964844,,,,,,,600.4000000000001,4.029530201342283,611,4.100671140939597,,,,,,,,,,,,,,,,,,,"Casey Mize","20492",663554
"Grayson Rodriguez","LAA",7,7,11,3.80684,21,21,0,0,,118,496,107,54,50,15,40,,4,125,9.52845,3.06778,3.10598,1.161,0.252398,0.0812621,0.17113611102104187,0.237894,1.24909,0.296277,0.740754,,,3.82529,2.09958,2.00739,397.1099853515625,,,,,,,528.5,4.478813559322034,513,4.3474576271186445,,,,,,,,,,,,,,,,,,,"Grayson Rodriguez","24492",680570
"Nolan McLean","NYM",10,8,15,3.69828,26,26,0,0,,148,633,136,67,61,15,58,,8,142,8.60238,3.51188,2.44951,0.935,0.223662,0.091309,0.1323530599474907,0.240033,1.30917,0.294382,0.736989,,,3.90917,2.03071,2.35233,87.29000091552734,,,,,,,643.1,4.34527027027027,631,4.263513513513513,,,,,,,,,,,,,,,,,,,"Nolan McLean","33703",690997
"Luis Severino","ATH",9,11,14,4.49107,29,29,0,0,,169,725,171,91,84,22,55,,11,138,7.33736,2.91017,2.52128,1.19956,0.189703,0.0752406,0.11446240544319153,0.258768,1.3353,0.296636,0.692939,,,4.39808,2.02254,1.60538,642.52001953125,,,,,,,613.4,3.629585798816568,637,3.769230769230769,,,,,,,,,,,,,,,,,,,"Luis Severino","15890",622663
"Bailey Ober","MIN",9,10,13,4.38546,27,27,0,0,,159,673,159,82,77,27,39,,6,145,8.20462,2.18927,3.74765,1.538,0.214961,0.057359,0.1576022058725357,0.25302,1.2449,0.288834,0.723215,,,4.37978,2.01374,1.65037,494.3399963378906,,,,,,,586.1000000000001,3.6861635220125795,599,3.7672955974842766,,,,,,,,,,,,,,,,,,,"Bailey Ober","21224",641927
"Jacob Misiorowski","MIL",9,8,13,3.96117,34,26,0,1,,143,605,116,68,63,18,65,,9,168,10.6178,4.1298,2.57103,1.13185,0.277865,0.108075,0.16978992521762848,0.219651,1.27615,0.286309,0.727355,,,3.98547,1.98985,2.05444,114.13999938964844,,,,,,,653.2,4.567832167832168,599,4.188811188811189,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Griffin Jax","TBR",5,3,0,2.95791,68,0,12,12,,68,274,53,24,22,6,19,,2,87,11.6347,2.53481,4.58997,0.822022,0.319302,0.0695652,0.24973677098751068,0.211913,1.07286,0.297873,0.755757,,,2.68201,1.98866,1.78223,149.2100067138672,,,,,,,510.6000000000001,7.508823529411766,481,7.073529411764706,,,,,,,,,,,,,,,,,,,"Griffin Jax","20253",643377
"Gerrit Cole","NYY",8,7,12,3.93388,22,22,0,0,,133,557,121,62,58,20,39,,5,136,9.26626,2.65398,3.49146,1.333,0.245041,0.0701829,0.17485802620649338,0.236306,1.2094,0.28466,0.738276,,,3.99637,1.98004,1.82925,232.89999389648438,,,,,,,563.6,4.237593984962406,545,4.097744360902255,,,,,,,,,,,,,,,,,,,"Gerrit Cole","13125",543037
