Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"José Leclerc","SDP",1,1,0,4.04378,28,0,0,0,,28,119,24,13,13,4,12,,1,30,9.69313,3.91693,2.47468,1.209,0.251484,0.101623,0.14986072480678558,0.228556,1.30503,0.283494,0.738216,,,4.15834,0.0918764,0.185715,999,,,,,,,116.60000000000005,4.164285714285716,109,3.892857142857143,,,,,,,,,,,,,,,,,,,"Jose Leclerc","14524",600917
"John Klein","MIN",2,2,1,4.34702,33,2,0,1,,41,177,40,21,20,6,15,,2,36,7.89675,3.18961,2.47577,1.217,0.203236,0.08209,0.12114596366882324,0.253001,1.34266,0.294811,0.714676,,,4.37149,0.0908098,0.0494153,999,,,,,,,150.60000000000002,3.6731707317073177,152,3.707317073170732,,,,,,,,,,,,,,,,,,,"John Klein","sa3020405",804619
"Gabriel Hughes","COL",2,2,1,4.90473,31,2,0,1,,39,171,44,23,21,6,14,,2,30,6.98249,3.13333,2.22846,1.29,0.176638,0.0792649,0.0973736047744751,0.279378,1.46673,0.316161,0.696326,,,4.6119,0.0893892,0.131217,999,,,,,,,116.4,2.9846153846153847,133,3.41025641025641,,,,,,,,,,,,,,,,,,,"Gabriel Hughes","sa3020661",687312
"Sam Hentges","SFG",2,2,0,3.3265,36,0,0,1,,36,149,32,14,13,3,12,,1,37,9.37941,3.0787,3.04654,0.797,0.248763,0.0816542,0.16710887104272842,0.235618,1.23978,0.302003,0.745993,,,3.34021,0.0876527,0.0985219,999,,,,,,,185.30000000000007,5.147222222222224,180,5,,,,,,,,,,,,,,,,,,,"Sam Hentges","18548",656529
"Jovani Morán","BOS",3,2,0,3.7261,52,0,0,7,,52,221,46,23,21,5,23,,2,55,9.55894,3.93383,2.42993,0.93,0.24832,0.102192,0.14612805843353271,0.236074,1.33547,0.301148,0.743173,,,3.76933,0.0873236,0.104839,999,,,,,,,266.70000000000005,5.128846153846155,258,4.961538461538462,,,,,,,,,,,,,,,,,,,"Jovani Moran","20422",663558
"Carlos Rodriguez","MIL",2,2,1,4.35,27,2,0,1,,35,150,33,18,17,5,14,,2,32,8.37448,3.50238,2.39108,1.389,0.216359,0.0904859,0.12587318569421768,0.242998,1.32829,0.282307,0.730056,,,4.58825,0.0854796,0.0602383,999,,,,,,,131.7,3.7628571428571425,130,3.7142857142857144,,,,,,,,,,,,,,,,,,,"Carlos Rodriguez","30161",692230
"Wandy Peralta","SDP",3,3,0,3.81701,56,0,0,10,,56,243,52,26,24,5,24,,3,49,7.78409,3.85178,2.02091,0.825975,0.200779,0.0993509,0.1014280840754509,0.242263,1.35402,0.291111,0.726528,,,4.05411,0.0850519,0.167845,999,,,,,,,274.7000000000001,4.905357142857144,272,4.857142857142857,,,,,,,,,,,,,,,,,,,"Wandy Peralta","14295",593974
"Justin Martinez","ARI",1,1,0,3.06553,20,0,0,1,,20,83,15,7,7,1,10,,1,25,11.4974,4.63188,2.48222,0.619,0.30353,0.122282,0.1812487691640854,0.212258,1.28886,0.306548,0.764396,,,3.15819,0.0841764,0.0945373,999,,,,,,,117.69999999999999,5.885,108,5.4,,,,,,,,,,,,,,,,,,,"Justin Martinez","24453",679885
"Mitch Bratt","ARI",1,1,1,4.34774,2,2,0,0,,9,39,9,5,4,1,3,,0,7,7.36095,2.55592,2.87996,1.279,0.191549,0.0665109,0.12503786385059357,0.260659,1.31308,0.296844,0.713121,,,4.31227,0.0803732,0.0698514,999,,,,,,,35.90000000000001,3.9888888888888903,37,4.111111111111111,,,,,,,,,,,,,,,,,,,"Mitch Bratt","sa3017719",683352
"Jedixson Paez","CHW",2,3,0,4.31005,52,0,0,6,,52,219,53,27,25,7,13,,2,42,7.36347,2.33785,3.14968,1.26341,0.192671,0.0611716,0.1314990520477295,0.260216,1.28676,0.29671,0.703468,,,4.22292,0.0797718,-0.0453506,999,,,,,,,223.90000000000003,4.305769230769231,232,4.461538461538462,,,,,,,,,,,,,,,,,,,"Jedixson Paez","29114",699151
"Jack Dreyer","LAD",2,2,0,4.14925,51,0,0,8,,51,218,46,26,24,7,20,,1,52,9.04081,3.43064,2.63532,1.24773,0.236546,0.0897602,0.14678624272346497,0.234143,1.28084,0.281945,0.72019,,,4.14136,0.0792184,-0.0141585,999,,,,,,,244.70000000000007,4.798039215686276,237,4.647058823529412,,,,,,,,,,,,,,,,,,,"Jack Dreyer","30249",676263
"Kirby Yates","LAA",2,2,0,3.8875,47,0,4,1,,47,202,40,22,20,6,22,,2,56,10.659,4.14383,2.57224,1.156,0.278316,0.1082,0.17011658847332,0.223431,1.2991,0.290978,0.746989,,,3.94142,0.0774096,0.0431909,269.42999267578125,,,,,,,234,4.9787234042553195,221,4.702127659574468,,,,,,,,,,,,,,,,,,,"Kirby Yates","9073",489446
"Dax Fulton","MIA",1,2,1,4.1992,19,2,0,1,,27,119,27,14,13,3,12,,1,23,7.63909,4.15652,1.83786,1.019,0.193824,0.105462,0.08836204558610916,0.253128,1.44186,0.297907,0.728385,,,4.43197,0.0771782,0.075002,999,,,,,,,103.7,3.840740740740741,107,3.962962962962963,,,,,,,,,,,,,,,,,,,"Dax Fulton","sa3014535",690978
"Evan Phillips","LAD",2,1,0,3.55009,28,0,0,1,,28,115,24,12,11,3,9,,1,31,10.0441,2.94064,3.41561,1.094,0.268511,0.078613,0.18989811837673187,0.229558,1.19685,0.293227,0.750223,,,3.581,0.0753474,0.0638466,999,,,,,,,143.90000000000003,5.139285714285715,137,4.892857142857143,,,,,,,,,,,,,,,,,,,"Evan Phillips","17734",623465
"Ryan Yarbrough","NYY",3,3,1,4.21985,53,2,0,7,,60,259,60,30,28,9,18,,4,49,7.37714,2.62993,2.80507,1.367,0.190817,0.0680259,0.12279132753610611,0.252364,1.28749,0.283754,0.72928,,,4.52582,0.0732922,0.0883239,999,,,,,,,237.3,3.955,243,4.05,,,,,,,,,,,,,,,,,,,"Ryan Yarbrough","16502",642232
"Caleb Ferguson","CIN",3,3,0,3.89171,53,0,0,7,,53,225,49,25,23,6,22,,3,52,8.86213,3.68116,2.40743,1.025,0.230317,0.0956692,0.13464777916669846,0.243454,1.33678,0.300072,0.736338,,,4.03981,0.0725444,0.0815284,999,,,,,,,248.00000000000003,4.679245283018869,244,4.60377358490566,,,,,,,,,,,,,,,,,,,"Caleb Ferguson","19349",657571
"Martín Pérez","ATL",1,1,1,4.58525,2,2,0,0,,9,39,9,5,5,1,3,,0,7,7.10429,3.40709,2.08515,1.215,0.179105,0.0858952,0.09320937097072601,0.267853,1.44768,0.304564,0.713276,,,4.55897,0.0721931,0.0682842,999,,,,,,,35.90000000000001,3.9888888888888903,37,4.111111111111111,,,,,,,,,,,,,,,,,,,"Martin Perez","6902",527048
"Bradgley Rodriguez","SDP",3,3,0,4.06261,55,0,0,7,,55,238,50,27,25,6,25,,4,53,8.58871,4.01407,2.13965,0.931772,0.221737,0.103632,0.11810435354709625,0.236521,1.34223,0.290218,0.711991,,,4.11606,0.069175,-0.0137582,999,,,,,,,250.2,4.549090909090909,244,4.4363636363636365,,,,,,,,,,,,,,,,,,,"Bradgley Rodriguez","29107",699134
"Brennan Bernardino","COL",3,3,0,4.4881,55,0,0,9,,55,242,55,30,27,6,25,,5,51,8.31881,4.18422,1.98814,1.03381,0.208872,0.105059,0.10381294786930084,0.258498,1.46737,0.312661,0.709938,,,4.42157,0.068925,0.175346,999,,,,,,,238.2,4.330909090909091,245,4.454545454545454,,,,,,,,,,,,,,,,,,,"Brennan Bernardino","16835",657514
"Bennett Sousa","HOU",2,1,0,3.58796,30,0,0,1,,30,124,26,13,12,3,11,,1,33,9.90903,3.29943,3.00326,1.058,0.263911,0.0878749,0.17603608965873718,0.229116,1.23046,0.292456,0.749642,,,3.66575,0.0676939,0.0498128,999,,,,,,,151.5,5.05,145,4.833333333333333,,,,,,,,,,,,,,,,,,,"Bennett Sousa","21345",656986
"Landon Knack","LAD",1,1,1,4.70417,15,2,0,1,,23,97,22,13,12,4,8,,1,21,8.30166,3.37467,2.45999,1.606,0.213471,0.086777,0.1266937106847763,0.250575,1.35529,0.28522,0.723641,,,4.83616,0.0672881,0.0379282,999,,,,,,,82.8,3.6,82,3.5652173913043477,,,,,,,,,,,,,,,,,,,"Landon Knack","27487",689017
"Doug Nikhazy","CLE",2,2,1,4.33115,34,2,0,1,,42,181,40,21,20,6,18,,1,38,8.17139,3.85135,2.12169,1.303,0.20901,0.0985111,0.1104990616440773,0.246087,1.38285,0.286501,0.734344,,,4.59197,0.0669897,0.00717732,999,,,,,,,156,3.7142857142857144,155,3.6904761904761907,,,,,,,,,,,,,,,,,,,"Doug Nikhazy","30142",680951
"Braydon Fisher","TOR",3,2,0,3.98552,52,0,0,7,,52,224,46,25,23,7,22,,2,57,9.92609,3.89822,2.54631,1.156,0.25499,0.100141,0.1548493430018425,0.230261,1.31969,0.289479,0.739619,,,4.02426,0.0669343,-0.00655957,999,,,,,,,249.10000000000005,4.790384615384617,239,4.596153846153846,,,,,,,,,,,,,,,,,,,"Braydon Fisher","24609",680755
"Kohl Drake","ARI",1,1,1,4.42802,2,2,0,0,,9,40,9,5,4,1,4,,0,8,7.61359,3.50655,2.17125,1.19,0.194737,0.089689,0.10504820942878723,0.257023,1.3955,0.297628,0.715368,,,4.45353,0.0658451,0.0698317,999,,,,,,,34.90000000000001,3.877777777777779,36,4,,,,,,,,,,,,,,,,,,,"Kohl Drake","sa3021723",684442
"Daniel Lynch IV","KCR",3,3,0,4.25056,59,0,0,11,,59,251,61,30,28,8,18,,3,46,7.12092,2.7989,2.54418,1.178,0.184669,0.0725847,0.11208398640155792,0.263033,1.34486,0.300146,0.719244,,,4.31604,0.065644,0.086432,999,,,,,,,252.60000000000005,4.2813559322033905,264,4.47457627118644,,,,,,,,,,,,,,,,,,,"Daniel Lynch IV","21537",663738
"Brody Hopkins","TBR",0,1,1,4.59175,2,2,0,0,,9,40,9,5,5,1,4,,1,8,7.75263,4.20951,1.84169,1.205,0.195192,0.105985,0.08920713514089584,0.252279,1.44766,0.292847,0.712415,,,4.73915,0.0641475,0.0555888,999,,,,,,,31.900000000000013,3.544444444444446,33,3.6666666666666665,,,,,,,,,,,,,,,,,,,"Brody Hopkins","sa3023515",811315
"José Buttó","SFG",3,3,0,3.89712,60,0,1,13,,60,258,56,28,26,6,23,,3,55,8.26073,3.50268,2.3584,0.946868,0.214328,0.0908785,0.12344976514577866,0.240023,1.31164,0.289791,0.722712,,,3.98504,0.0639541,0.245553,999,,,,,,,313.6,5.2266666666666675,311,5.183333333333334,,,,,,,,,,,,,,,,,,,"Jose Butto","23313",676130
"Tyler Uberstine","BOS",0,1,1,4.82646,2,2,0,0,,9,40,10,5,5,1,3,,0,7,7.34505,3.02766,2.42598,1.431,0.187952,0.0774744,0.11047731339931488,0.263586,1.37988,0.296441,0.69809,,,4.72005,0.0628897,0.0749947,999,,,,,,,33.30000000000001,3.700000000000001,37,4.111111111111111,,,,,,,,,,,,,,,,,,,"Tyler Uberstine","sa3017643",700413
"Alex Lange","KCR",3,3,0,3.94406,52,0,0,7,,52,226,45,25,23,5,28,,3,57,9.89324,4.8801,2.02726,0.790177,0.251699,0.124157,0.12754180282354355,0.228999,1.40366,0.300478,0.724027,,,3.89479,0.062396,0.0387137,999,,,,,,,255.3,4.9096153846153845,244,4.6923076923076925,,,,,,,,,,,,,,,,,,,"Alex Lange","19883",656638
"Robert Stephenson","LAA",2,2,0,3.92674,36,0,0,1,,36,149,31,17,16,5,12,,1,40,10.0143,3.1408,3.18847,1.284,0.264713,0.0830218,0.18169093132019043,0.231832,1.23451,0.28969,0.742966,,,3.91553,0.0623631,0.0277596,683.219970703125,,,,,,,169.30000000000004,4.702777777777779,160,4.444444444444445,,,,,,,,,,,,,,,,,,,"Robert Stephenson","13594",596112
"Julian Aguiar","CIN",2,2,1,4.61878,25,2,0,1,,33,142,34,18,17,5,10,,2,26,7.16138,2.72492,2.62811,1.479,0.1846,0.0702406,0.1143593043088913,0.263688,1.34547,0.293351,0.713422,,,4.74855,0.0615531,0.076386,999,,,,,,,114.30000000000004,3.4636363636363647,120,3.6363636363636362,,,,,,,,,,,,,,,,,,,"Julian Aguiar","30031",687924
"Félix Bautista","BAL",1,0,0,3.02593,12,0,0,1,,12,49,9,4,4,1,5,,0,17,12.7479,3.94174,3.23409,0.869,0.343626,0.106251,0.23737461864948273,0.196692,1.15592,0.290762,0.773809,,,2.97325,0.0613149,0.0561101,999,,,,,,,76.10000000000002,6.341666666666669,70,5.833333333333333,,,,,,,,,,,,,,,,,,,"Felix Bautista","20666",642585
"Tink Hence","STL",0,1,1,4.44671,2,2,0,0,,9,40,9,5,5,1,4,,0,7,7.34475,3.47849,2.11148,1.236,0.187944,0.0890107,0.09893344342708588,0.256845,1.39291,0.293118,0.716673,,,4.55973,0.0607083,0.0530087,999,,,,,,,32.90000000000001,3.655555555555557,34,3.7777777777777777,,,,,,,,,,,,,,,,,,,"Tink Hence","sa3014709",693311
"Tim Mayza","PHI",2,2,0,3.99117,48,0,0,4,,48,205,48,23,21,5,18,,2,39,7.37962,3.30769,2.23105,1.017,0.190558,0.0854116,0.10514601320028305,0.258061,1.37364,0.301138,0.731478,,,4.17671,0.0598325,0.119513,999,,,,,,,202.90000000000003,4.227083333333334,209,4.354166666666667,,,,,,,,,,,,,,,,,,,"Tim Mayza","15042",641835
"Yohan Ramírez","PIT",3,3,0,4.1207,56,0,0,10,,56,240,51,28,25,6,23,,8,57,9.16685,3.73752,2.45265,0.931161,0.235919,0.0961892,0.13972952961921692,0.244996,1.33452,0.310175,0.703819,,,4.1389,0.0590938,0.131484,999,,,,,,,269.0000000000001,4.803571428571431,263,4.696428571428571,,,,,,,,,,,,,,,,,,,"Yohan Ramirez","19444",670990
"Julian Fernández","WSN",2,2,0,3.71892,38,0,0,1,,38,158,34,17,16,5,14,,1,39,9.30061,3.22934,2.88004,1.089,0.24657,0.0856134,0.1609562709927559,0.233909,1.24726,0.290275,0.743165,,,3.81993,0.0575587,0.0667414,999,,,,,,,168.29999999999998,4.428947368421052,162,4.2631578947368425,,,,,,,,,,,,,,,,,,,"Julian Fernandez","18341",642759
"Edgardo Henriquez","LAD",2,3,0,4.45933,45,0,0,5,,45,198,41,24,23,6,22,,3,48,9.52367,4.3361,2.19637,1.19512,0.243355,0.110799,0.13255591690540314,0.237785,1.3853,0.295439,0.708187,,,4.39089,0.0575059,-0.0375238,999,,,,,,,193.6,4.302222222222222,188,4.177777777777778,,,,,,,,,,,,,,,,,,,"Edgardo Henriquez","26944",683618
"Coleman Crow","MIL",1,1,0,3.53768,22,0,0,1,,22,91,19,9,9,3,7,,1,24,9.72451,2.95618,3.28956,1.031,0.259212,0.0787983,0.18041342496871948,0.231688,1.20891,0.293999,0.746046,,,3.5682,0.0567039,0.0600003,999,,,,,,,104.5,4.75,99,4.5,,,,,,,,,,,,,,,,,,,"Coleman Crow","sa3015142",689441
"Zak Kent","MIN",3,3,0,4.17754,54,0,0,7,,54,234,51,27,25,6,24,,2,51,8.60571,4.00991,2.14611,1.032,0.21935,0.102208,0.1171417310833931,0.247668,1.40424,0.301436,0.725593,,,4.17838,0.0563985,-0.0137618,999,,,,,,,245.20000000000002,4.540740740740741,244,4.518518518518518,,,,,,,,,,,,,,,,,,,"Zak Kent","25703",687849
"Codi Heuer","CLE",2,2,0,3.93287,38,0,0,1,,38,160,35,18,16,5,15,,2,38,9.00046,3.59953,2.50045,1.081,0.233912,0.0935478,0.14036408811807632,0.24075,1.32264,0.295892,0.735835,,,4.02475,0.0556006,0.00633058,999,,,,,,,157.7,4.1499999999999995,154,4.052631578947368,,,,,,,,,,,,,,,,,,,"Codi Heuer","23293",676051
"Josh Sborz","TEX",2,2,0,4.01061,44,0,0,1,,44,187,40,21,19,6,18,,2,45,9.33229,3.62351,2.57548,1.149,0.242536,0.0941713,0.1483650803565979,0.237857,1.3155,0.293719,0.735181,,,4.03306,0.0519684,0.0072158,999,,,,,,,181.8,4.131818181818182,176,4,,,,,,,,,,,,,,,,,,,"Josh Sborz","18323",622250
"Cam Booser","TBR",2,2,0,3.89255,36,0,0,1,,36,153,31,17,15,5,16,,1,39,9.85445,3.89909,2.52737,1.192,0.25534,0.10103,0.15431001782417297,0.230419,1.31226,0.288531,0.752599,,,4.08673,0.051731,0.0192765,999,,,,,,,155.30000000000004,4.31388888888889,146,4.055555555555555,,,,,,,,,,,,,,,,,,,"Cam Booser","16061",592155
"AJ Blubaugh","HOU",3,4,1,4.41253,53,2,0,7,,60,259,57,32,29,9,24,,2,56,8.36084,3.60389,2.31994,1.34617,0.215506,0.0928925,0.12261305004358292,0.245213,1.3508,0.286292,0.719964,,,4.52671,0.0515167,-0.017185,748.5399780273438,,,,,,,247.10000000000002,4.118333333333334,245,4.083333333333333,,,,,,,,,,,,,,,,,,,"AJ Blubaugh","31764",805123
"Sean Sullivan","COL",0,1,1,5.23498,2,2,0,0,,9,40,10,6,5,2,3,,0,7,6.68591,2.66499,2.5088,1.658,0.169524,0.0675718,0.10195200145244598,0.279636,1.42647,0.303721,0.692028,,,5.06398,0.0511975,0.040223,999,,,,,,,21.000000000000007,2.333333333333334,24,2.6666666666666665,,,,,,,,,,,,,,,,,,,"Sean Sullivan","sa3023162",807743
"Alan Rangel","PHI",1,1,1,4.57897,14,2,0,1,,21,90,21,11,11,4,7,,1,17,7.45388,2.82442,2.63908,1.553,0.193915,0.0734783,0.1204371452331543,0.255244,1.31601,0.283574,0.720597,,,4.75568,0.0507651,0.0818213,999,,,,,,,65.6,3.1238095238095234,67,3.1904761904761907,,,,,,,,,,,,,,,,,,,"Alan Rangel","19524",660604
"Brent Headrick","NYY",2,2,0,4.00149,41,0,0,1,,41,174,38,20,18,6,13,,2,43,9.38211,2.84198,3.30125,1.27064,0.247917,0.0750979,0.17281923443078995,0.235638,1.22128,0.287433,0.723459,,,3.97189,0.0507317,-0.0135919,999,,,,,,,175.8,4.287804878048781,172,4.195121951219512,,,,,,,,,,,,,,,,,,,"Brent Headrick","27702",687396
"Yaramil Hiraldo","BAL",2,2,0,4.01265,38,0,0,1,,38,160,34,18,17,5,14,,1,39,9.29227,3.3295,2.79089,1.267,0.244179,0.0874916,0.15668784826993942,0.237212,1.27698,0.289101,0.740088,,,4.1141,0.0502451,0.00776452,999,,,,,,,168.29999999999998,4.428947368421052,162,4.2631578947368425,,,,,,,,,,,,,,,,,,,"Yaramil Hiraldo","25215",682274
"Grant Anderson","MIL",3,3,0,4.15298,56,0,0,9,,56,238,51,28,26,8,22,,3,57,9.16857,3.56088,2.57481,1.24581,0.238286,0.0925453,0.14574085175991058,0.239037,1.31043,0.290795,0.726648,,,4.24214,0.0501993,0.0786088,999,,,,,,,258.4000000000001,4.614285714285716,251,4.482142857142857,,,,,,,,,,,,,,,,,,,"Grant Anderson","20546",681982
"Jack Perkins","ATH",1,1,0,3.74347,24,0,0,1,,24,101,21,11,10,3,10,,1,25,9.60112,3.61783,2.65384,1.025,0.252083,0.0949881,0.15709487348794937,0.232327,1.27989,0.294071,0.740249,,,3.8416,0.0498794,0.034609,999,,,,,,,107.10000000000002,4.462500000000001,102,4.25,,,,,,,,,,,,,,,,,,,"Jack Perkins","31468",678022
"David Morgan","SDP",3,3,0,4.10058,58,0,0,12,,58,250,53,29,27,7,25,,4,58,8.95619,3.78803,2.36434,1.08794,0.231532,0.0979267,0.1336052492260933,0.238797,1.33085,0.292839,0.720714,,,4.17872,0.049679,0.0338387,999,,,,,,,282.3,4.867241379310345,276,4.758620689655173,,,,,,,,,,,,,,,,,,,"David Morgan","31616",688158
"Ben Kudrna","KCR",1,1,1,4.74044,10,2,0,1,,17,76,18,10,9,2,7,,1,13,6.86266,3.87711,1.77005,1.196,0.172872,0.0976651,0.07520648837089539,0.266592,1.48081,0.301364,0.705621,,,4.75433,0.0476118,0.0434119,999,,,,,,,60.40000000000002,3.5529411764705894,65,3.823529411764706,,,,,,,,,,,,,,,,,,,"Ben Kudrna","sa3018253",695667
"Cal Quantrill","TEX",0,1,1,4.95959,2,2,0,0,,8,37,9,5,5,1,3,,0,6,6.83393,3.06176,2.23203,1.459,0.172746,0.0773944,0.09535212814807892,0.269043,1.4178,0.296864,0.696774,,,4.89481,0.0473327,-0.0120437,999,,,,,,,26.500000000000007,3.312500000000001,30,3.75,,,,,,,,,,,,,,,,,,,"Cal Quantrill","19312",615698
"Rob Zastryzny","MIL",2,2,0,4.02161,48,0,0,4,,48,204,45,23,21,6,18,,2,44,8.30188,3.40159,2.44059,1.194,0.215849,0.0884412,0.1274077445268631,0.244433,1.32058,0.28914,0.739402,,,4.26633,0.0469324,0.0831069,999,,,,,,,208.40000000000003,4.341666666666668,206,4.291666666666667,,,,,,,,,,,,,,,,,,,"Rob Zastryzny","15094",642239
"Ken Waldichuk","WSN",3,3,0,4.09543,54,0,0,9,,54,231,50,26,24,7,23,,2,53,8.82832,3.79378,2.32705,1.211,0.227967,0.0979638,0.1300029531121254,0.240599,1.34443,0.289794,0.740477,,,4.32378,0.0454199,0.177095,999,,,,,,,250.5,4.638888888888889,246,4.555555555555555,,,,,,,,,,,,,,,,,,,"Ken Waldichuk","27681",686610
"Josh White","MIA",2,2,0,3.91765,47,0,0,1,,47,200,42,22,20,6,20,,2,48,9.20071,3.8023,2.41978,1.064,0.238912,0.0987332,0.14017891883850098,0.236124,1.32323,0.29262,0.736694,,,4.02015,0.0453533,0.054337,999,,,,,,,198.8,4.229787234042553,191,4.0638297872340425,,,,,,,,,,,,,,,,,,,"Josh White","sa3019953",687985
"Grant Wolfram","BAL",2,2,0,4.18675,50,0,0,4,,50,216,49,25,23,6,21,,2,45,8.14454,3.80386,2.14113,1.142,0.208229,0.0972522,0.11097729206085205,0.252028,1.40079,0.298765,0.733949,,,4.3693,0.0446084,-0.0116631,999,,,,,,,205.79999999999998,4.116,209,4.18,,,,,,,,,,,,,,,,,,,"Grant Wolfram","21623",664991
"Manuel Rodríguez","TBR",1,1,0,3.64907,16,0,0,1,,16,67,15,7,6,2,6,,1,15,8.60924,3.12492,2.75503,0.893,0.226328,0.0821507,0.14417694509029388,0.243719,1.28096,0.300683,0.732827,,,3.69775,0.0445428,0.0257969,999,,,,,,,67.80000000000001,4.237500000000001,67,4.1875,,,,,,,,,,,,,,,,,,,"Manuel Rodriguez","20794",655889
"Richard Lovelady","NYM",2,2,0,3.78348,48,0,0,5,,48,204,45,22,20,5,18,,3,43,8.13935,3.32393,2.44871,0.998,0.211985,0.08657,0.12541495263576508,0.245397,1.31214,0.294306,0.737775,,,4.04057,0.044409,0.097352,999,,,,,,,219.70000000000005,4.577083333333334,218,4.541666666666667,,,,,,,,,,,,,,,,,,,"Richard Lovelady","19337",663992
"Luke Little","CHC",1,1,0,3.34404,18,0,0,1,,18,77,14,7,7,1,10,,1,21,10.5516,4.97088,2.12269,0.752,0.273054,0.128636,0.14441797137260437,0.217745,1.35172,0.296378,0.762759,,,3.74381,0.0443851,0.0591079,999,,,,,,,97.5,5.416666666666667,90,5,,,,,,,,,,,,,,,,,,,"Luke Little","28036",681432
"Enyel De Los Santos","HOU",3,3,0,4.25993,54,0,0,10,,54,233,51,27,26,8,21,,2,53,8.86041,3.46237,2.55906,1.32,0.229584,0.089714,0.1398695781826973,0.243541,1.32459,0.290759,0.731222,,,4.35957,0.0443161,0.034147,999,,,,,,,245.60000000000005,4.548148148148149,243,4.5,,,,,,,,,,,,,,,,,,,"Enyel De Los Santos","18403",660853
"JT Brubaker","SFG",2,3,0,4.23714,56,0,0,12,,56,245,57,29,27,7,20,,3,49,7.81572,3.27092,2.38946,1.06061,0.199764,0.0836024,0.1161620169878006,0.256501,1.37239,0.30235,0.713401,,,4.1712,0.0437739,-0.066536,999,,,,,,,257.1000000000001,4.59107142857143,266,4.75,,,,,,,,,,,,,,,,,,,"JT Brubaker","17578",664141
"Ryan Webb","CLE",0,1,1,4.65371,2,2,0,0,,9,40,9,5,5,1,4,,0,7,6.94964,3.84523,1.80734,1.219,0.174821,0.0967281,0.07809250056743622,0.264021,1.46622,0.298434,0.711477,,,4.79701,0.04315,0.0447376,999,,,,,,,32.90000000000001,3.655555555555557,34,3.7777777777777777,,,,,,,,,,,,,,,,,,,"Ryan Webb","sa3018280",669067
"Brady Basso","ATH",1,1,0,3.79611,26,0,0,1,,26,109,25,12,11,3,8,,1,24,8.37629,2.87309,2.91543,1.11,0.220854,0.0757535,0.14510055631399155,0.246499,1.27066,0.295145,0.740807,,,3.94013,0.0425985,0.0348561,999,,,,,,,115.5,4.4423076923076925,116,4.461538461538462,,,,,,,,,,,,,,,,,,,"Brady Basso","25582",669620
"Brenan Hanifee","DET",2,2,0,3.87557,41,0,0,1,,41,177,43,20,18,4,12,,2,31,6.80751,2.53097,2.68968,0.905,0.177449,0.0659741,0.11147508025169373,0.264348,1.32365,0.305163,0.719831,,,3.8871,0.0425807,-0.00497825,999,,,,,,,166.40000000000003,4.058536585365855,177,4.317073170731708,,,,,,,,,,,,,,,,,,,"Brenan Hanifee","22304",669724
"Thomas Harrington","PIT",1,1,1,4.57961,12,2,0,1,,19,82,19,10,10,3,6,,1,15,7.24933,2.75842,2.62807,1.412,0.187391,0.0713037,0.11608734726905823,0.259281,1.33008,0.29031,0.70958,,,4.61553,0.0417905,0.0787419,999,,,,,,,67.29999999999998,3.542105263157894,69,3.6315789473684212,,,,,,,,,,,,,,,,,,,"Thomas Harrington","31989",802419
"Mitch Farris","LAA",0,1,1,4.72919,2,2,0,0,,9,39,9,5,5,1,4,,0,8,7.62681,4.04603,1.88501,1.402,0.192705,0.10223,0.09047498553991318,0.258235,1.45962,0.293749,0.722385,,,4.92365,0.0408359,0.063168,999,,,,,,,34.90000000000001,3.877777777777779,36,4,,,,,,,,,,,,,,,,,,,"Mitch Farris","33628",815083
"Andrew Morris","MIN",1,1,0,3.88747,24,0,0,1,,24,100,24,11,10,3,6,,1,21,7.83409,2.35811,3.32219,1.069,0.20682,0.0622541,0.14456553384661674,0.254869,1.25822,0.300544,0.723455,,,3.83854,0.0407202,0.0247267,999,,,,,,,103.30000000000001,4.304166666666667,106,4.416666666666667,,,,,,,,,,,,,,,,,,,"Andrew Morris","sa3020569",702193
"Pete Hansen","STL",0,1,1,4.50267,2,2,0,0,,9,40,10,5,5,1,3,,0,6,5.70745,3.01432,1.89345,1.231,0.14554,0.076865,0.06867481023073196,0.270369,1.41153,0.292685,0.713271,,,4.77088,0.0396808,0.052999,999,,,,,,,31.30000000000001,3.477777777777779,35,3.888888888888889,,,,,,,,,,,,,,,,,,,"Pete Hansen","sa3020798",677337
"Jason Foley","SFG",1,1,0,3.63381,23,0,0,1,,23,96,22,10,9,2,7,,1,20,7.9876,2.60361,3.0679,0.836,0.210428,0.0685903,0.14183783531188965,0.253706,1.27684,0.307223,0.726819,,,3.54317,0.0393144,0.0295912,999,,,,,,,108.40000000000002,4.713043478260871,109,4.739130434782608,,,,,,,,,,,,,,,,,,,"Jason Foley","19531",671345
